Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
BACW_42_2 - illumina_universal_adapter	(1, 2.4221361698601856e-06)	(2, 2.4221361698601856e-06)	(3, 7.750835743552593e-06)	(4, 1.0657399147384815e-05)	(5, 1.5501671487105187e-05)	(6, 1.7923807656965373e-05)	(7, 2.276807999668574e-05)	(8, 2.7612352336406113e-05)	(9, 3.197219744215445e-05)	(10, 3.7785324249818894e-05)	(12, 5.159150041802195e-05)	(14, 7.242187147881955e-05)	(16, 9.66432331774214e-05)	(18, 0.00011674696338726093)	(20, 0.00013418634381025425)	(22, 0.0001596187735937862)	(24, 0.00018626227146224827)	(26, 0.00022017217784029087)	(28, 0.0002664349786846204)	(30, 0.0005912434390628712)	(32, 0.0048595317975904904)	(34, 0.004964410293745436)	(36, 0.005113613881808823)	(38, 0.005344685672413485)	(40, 0.0057499090536310945)	(42, 0.0062185924024990395)	(44, 0.006823157590496142)	(46, 0.0077128082056857885)	(48, 0.009167785402920802)	(50, 0.011744938287652038)	(52, 0.014700671055732424)	(54, 0.017568480280846885)	(56, 0.020961408627587032)	(58, 0.025536097211601962)	(60, 0.032332369090612656)	(62, 0.040065765453742255)	(64, 0.04721397371823364)	(66, 0.05457266561588586)	(68, 0.06284740941297921)	(70, 0.07449400897213493)	(72, 0.0868900174622454)	(74, 0.09769080707088593)	(76, 0.10893848080286567)	(78, 0.12189933144778753)	(80, 0.1420764523835738)	(82, 0.16562058480908276)	(84, 0.18109052631236278)	(86, 0.19494611405843099)	(88, 0.21063307896253047)	(90, 0.23401904589614755)	(92, 0.2696191188935186)	(94, 0.29911783087901184)	(96, 0.3203393769312418)	(98, 0.3437033024257132)	(100, 0.37582664116486686)	(102, 0.4167336145104016)	(104, 0.45758027666530676)	(106, 0.493245989552881)	(108, 0.5305623882402151)	(110, 0.5784993696051519)	(112, 0.6414492353781163)	(114, 0.6989895022293148)	(116, 0.7498955381112662)	(118, 0.8068690250987176)	(120, 0.8802130038174029)	(122, 0.9961553335690363)	(124, 1.123458450811782)	(126, 1.215165612688645)	(128, 1.309080793897953)	(130, 1.4289239739511461)	(132, 1.613288259510692)	(134, 1.9001447526706376)	(136, 2.1815560415071205)	(138, 2.45686645375896)
BACW_42_2 - polya	(1, 0.4911520528340369)	(2, 0.6912481128168246)	(3, 0.8132477207020443)	(4, 0.9558960394353222)	(5, 1.098231902602688)	(6, 1.199454426422847)	(7, 1.2930777402236868)	(8, 1.3900276158402125)	(9, 1.4934290933587777)	(10, 1.660291022954914)	(12, 1.8767142184314953)	(14, 2.0742992498469888)	(16, 2.265411122348531)	(18, 2.4563958327011557)	(20, 2.652258240872645)	(22, 2.8423763109036937)	(24, 3.0354353386721864)	(26, 3.239849583018601)	(28, 3.443388467353228)	(30, 3.65783544192882)	(32, 3.859299039993111)	(34, 4.06223505463506)	(36, 4.258568083864352)	(38, 4.448420203343951)	(40, 4.642425559714008)	(42, 4.835825624255217)	(44, 5.0292690450338675)	(46, 5.217930684585978)	(48, 5.391838850513855)	(50, 5.562427963248172)	(52, 5.7344570359354705)	(54, 5.909601702378061)	(56, 6.082444855032049)	(58, 6.245669947169141)	(60, 6.418165281069138)	(62, 6.600349886289426)	(64, 6.778465544957967)	(66, 6.9568331057881725)	(68, 7.137529066118466)	(70, 7.321662764314641)	(72, 7.503844220757909)	(74, 7.685801387391847)	(76, 7.873540677490476)	(78, 8.056103862594114)	(80, 8.234136684205644)	(82, 8.40850626707388)	(84, 8.59274242163004)	(86, 8.78302761905681)	(88, 8.95171026841183)	(90, 9.117232514492414)	(92, 9.288586537829175)	(94, 9.467892918638817)	(96, 9.63732836791543)	(98, 9.809651245720133)	(100, 9.982528792707734)	(102, 10.1531670748063)	(104, 10.323378576511736)	(106, 10.491554757193638)	(108, 10.665033720592216)	(110, 10.834665605112203)	(112, 11.004926276181887)	(114, 11.169296312086471)	(116, 11.336151944128567)	(118, 11.50921405789231)	(120, 11.675997994703778)	(122, 11.83816533997549)	(124, 12.008827601222137)	(126, 12.194089046018998)	(128, 12.379032464336756)	(130, 12.554552319672059)	(132, 12.73363465288599)	(134, 12.9190450590573)	(136, 13.099851468796938)	(138, 13.276800626686073)
BACW_42_2 - polyg	(1, 0.05105475504278093)	(2, 0.05430623063720125)	(3, 0.05471944706777939)	(4, 0.0550624215494316)	(5, 0.05526975640557163)	(6, 0.0554451190642695)	(7, 0.05559577593403481)	(8, 0.05576968531103077)	(9, 0.055968300476959304)	(10, 0.05628196711095619)	(12, 0.05670898971770255)	(14, 0.05710694669041058)	(16, 0.05747656466993124)	(18, 0.05785684004859929)	(20, 0.0582170116970575)	(22, 0.05858856738551405)	(24, 0.05899742397098645)	(26, 0.05947410036921494)	(28, 0.05997402927467407)	(30, 0.060480013520557874)	(32, 0.06105648192898459)	(34, 0.06167170451612908)	(36, 0.06227457420880728)	(38, 0.06284014300446963)	(40, 0.06341685362651334)	(42, 0.06401294133791594)	(44, 0.06469089725185981)	(46, 0.06541099833515923)	(48, 0.06606400624655354)	(50, 0.06681075082772145)	(52, 0.06757590364378027)	(54, 0.06831150639856681)	(56, 0.06907496371930674)	(58, 0.06986506453791513)	(60, 0.07070288143906978)	(62, 0.0715147814832069)	(64, 0.07249162900051151)	(66, 0.07341300959952633)	(68, 0.07430484013726885)	(70, 0.07534054556350106)	(72, 0.07638182190292395)	(74, 0.07740735435724277)	(76, 0.0784895647979363)	(78, 0.07957831500628845)	(80, 0.08067457383676717)	(82, 0.08174394695576044)	(84, 0.0828360881547504)	(86, 0.08388753746608671)	(88, 0.08497701431528981)	(90, 0.08622659436532068)	(92, 0.08754932292768133)	(94, 0.08875312460410184)	(96, 0.08993972911371635)	(98, 0.0912120772437439)	(100, 0.09263653552523868)	(102, 0.09417895183820565)	(104, 0.09569230251713429)	(106, 0.09832952437887807)	(108, 0.10280199881652488)	(110, 0.10464476001455451)	(112, 0.10628866383303863)	(114, 0.10802606210767934)	(116, 0.1099325254869763)	(118, 0.11202767327390535)	(120, 0.11433572683016513)	(122, 0.11712191006635529)	(124, 0.12054269297904882)	(126, 0.12495970049840585)	(128, 0.1297315509666474)	(130, 0.1345467576723295)	(132, 0.1400687437123767)	(134, 0.1470243921513642)	(136, 0.15606162441472954)	(138, 0.16585940743543098)
BACW_42_2_val_2 - polya	(1, 0.6296657436050849)	(2, 0.7383579955457229)	(3, 0.8427705785091365)	(4, 0.9415712753037973)	(5, 1.0430436757641173)	(6, 1.1416873560545746)	(7, 1.2399239565193192)	(8, 1.3410711777379092)	(9, 1.4421946526333327)	(10, 1.5989344394790668)	(12, 1.802245127624008)	(14, 2.004971365447748)	(16, 2.217197828704056)	(18, 2.4280717207775506)	(20, 2.6498609252968053)	(22, 2.8592620607151322)	(24, 3.068949605867978)	(26, 3.2715757699012302)	(28, 3.4670271520062963)	(30, 3.6659595512400465)	(32, 3.8642033071019655)	(34, 4.062203299687297)	(36, 4.255051067073744)	(38, 4.432846815595044)	(40, 4.607148462278978)	(42, 4.782743072028389)	(44, 4.961350314797494)	(46, 5.137449655068906)	(48, 5.303855649299955)	(50, 5.479595402391986)	(52, 5.66498682430413)	(54, 5.846211735738219)	(56, 6.0275701596627655)	(58, 6.211354343191603)	(60, 6.398666551876618)	(62, 6.583921795894682)	(64, 6.768902261030391)	(66, 6.95973740637376)	(68, 7.145458126787774)	(70, 7.326698546024748)	(72, 7.504008706468234)	(74, 7.691010516786143)	(76, 7.883693998385783)	(78, 8.054439027401973)	(80, 8.22199405290298)	(82, 8.395302957892898)	(84, 8.576332810243834)	(86, 8.747367399017005)	(88, 8.921482952066327)	(90, 9.096081670099263)	(92, 9.268174424109866)	(94, 9.43958677326892)	(96, 9.608829968499533)	(98, 9.783165053883437)	(100, 9.953485072176829)	(102, 10.123987064844691)	(104, 10.287967299471447)	(106, 10.45365920784156)	(108, 10.624758008611046)	(110, 10.788808270660205)	(112, 10.947339935667333)	(114, 11.112094591200625)	(116, 11.286189305639823)	(118, 11.419207242570412)										
BACW_45_1 - illumina_universal_adapter	(1, 7.524138565137747e-06)	(2, 9.196169357390579e-06)	(3, 1.6720307922528325e-05)	(4, 2.215440799735003e-05)	(5, 3.176858505280382e-05)	(6, 4.180076980632081e-05)	(7, 4.63988544850161e-05)	(8, 5.09969391637114e-05)	(9, 5.852107772884914e-05)	(10, 7.649540874556709e-05)	(12, 0.00010178487447839118)	(14, 0.00013292644798410018)	(16, 0.00016992012926269414)	(18, 0.00020356974895678235)	(20, 0.00024328048027278716)	(22, 0.0002909333578519929)	(24, 0.00034297531626086225)	(26, 0.0003989883478013322)	(28, 0.00046461555639725583)	(30, 0.0008376874269186692)	(32, 0.006231031751179212)	(34, 0.006359987126031712)	(36, 0.00649521261635516)	(38, 0.006685824126671983)	(40, 0.0069460339187163295)	(42, 0.007253896588339883)	(44, 0.007669605244063743)	(46, 0.00820611812452787)	(48, 0.00895769596564552)	(50, 0.010067506404003336)	(52, 0.011341384863850962)	(54, 0.012710569078857002)	(56, 0.014322406762588733)	(58, 0.016393007894944835)	(60, 0.019325540900707268)	(62, 0.02267775363532517)	(64, 0.02589494988346865)	(66, 0.02933473523083079)	(68, 0.03339505300596776)	(70, 0.039048398118423616)	(72, 0.04509717851324727)	(74, 0.050569317288592736)	(76, 0.0564674059082646)	(78, 0.06365442126491437)	(80, 0.07504283199479744)	(82, 0.08891149140113856)	(84, 0.09805958987325188)	(86, 0.10635892371444784)	(88, 0.11596787567367584)	(90, 0.13039708340311973)	(92, 0.15271702244890278)	(94, 0.17145317249534092)	(96, 0.18565958212171713)	(98, 0.20270907110647024)	(100, 0.22675475493370723)	(102, 0.25640195091884027)	(104, 0.28500433666266434)	(106, 0.311097840202713)	(108, 0.3404258873103748)	(110, 0.376277780561709)	(112, 0.4208541214831696)	(114, 0.4604515727129992)	(116, 0.49603426900678077)	(118, 0.5370742648026265)	(120, 0.5886250641662717)	(122, 0.6656590758307932)	(124, 0.7495883334787163)	(126, 0.8084003445654175)	(128, 0.868318822028892)	(130, 0.9464108111772115)	(132, 1.0705484383056838)	(134, 1.2654863282974609)	(136, 1.4564610873039006)	(138, 1.652444832556232)
BACW_45_1 - polya	(1, 0.018427869369116532)	(2, 0.046706508150790624)	(3, 0.06400784677362681)	(4, 0.07810599240620464)	(5, 0.10435812986766829)	(6, 0.11345272335442952)	(7, 0.12323911958148534)	(8, 0.12927431472612194)	(9, 0.13433680595736547)	(10, 0.1433898076781694)	(12, 0.15833588192626843)	(14, 0.17179698382699793)	(16, 0.18609514614309897)	(18, 0.20117895392770985)	(20, 0.2189469981454336)	(22, 0.23682936746857766)	(24, 0.25331350104170025)	(26, 0.27660133691234867)	(28, 0.29700303863171973)	(30, 0.32713700458124734)	(32, 0.34541752623679656)	(34, 0.3627523054754778)	(36, 0.37774791363579735)	(38, 0.39299265438416253)	(40, 0.4116617141950616)	(42, 0.4297480712748604)	(44, 0.44768373657950755)	(46, 0.46454219604624575)	(48, 0.47744295862772157)	(50, 0.48998507060425905)	(52, 0.5040637788788769)	(54, 0.5220544121958193)	(56, 0.5408503373430805)	(58, 0.554932807686981)	(60, 0.5713776485364856)	(62, 0.5925031305850531)	(64, 0.6086409447803303)	(66, 0.6235840929745429)	(68, 0.6381424650826883)	(70, 0.6540480760016916)	(72, 0.6695348432072352)	(74, 0.6830231156083388)	(76, 0.6987663305366445)	(78, 0.7134885616624307)	(80, 0.7290428371112117)	(82, 0.7442250857087164)	(84, 0.7638451130327093)	(86, 0.7888722789349987)	(88, 0.8055942588883191)	(90, 0.8205313459709098)	(92, 0.8376964140841775)	(94, 0.8621805879866828)	(96, 0.8812827037727753)	(98, 0.9004705111369707)	(100, 0.9192641372418926)	(102, 0.9384343882827694)	(104, 0.9576054753390423)	(106, 0.9759825567728442)	(108, 0.9984115958278217)	(110, 1.0200748447799475)	(112, 1.042437420610933)	(114, 1.060570594552915)	(116, 1.0800685636290734)	(118, 1.1022618463423433)	(120, 1.120869250017778)	(122, 1.1367282530784468)	(124, 1.1550027136223742)	(126, 1.1784332991219113)	(128, 1.2018987882642365)	(130, 1.2202079434471031)	(132, 1.2396726809112655)	(134, 1.26140093006044)	(136, 1.282061169541063)	(138, 1.3033264751646327)
BACW_45_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.004957571299029648)	(4, 0.0061317549228892005)	(5, 0.006807255362959345)	(6, 0.007465617487408898)	(7, 0.00797140680206538)	(8, 0.008343015645643572)	(9, 0.008675331765603821)	(10, 0.009083307278913513)	(12, 0.009381555771481611)	(14, 0.009589096593569994)	(16, 0.009773855996113932)	(18, 0.00991409757881414)	(20, 0.010042425942119544)	(22, 0.010153406985955326)	(24, 0.010251011783453085)	(26, 0.010362828842684992)	(28, 0.01049784532915941)	(30, 0.010643312008085406)	(32, 0.010799646887161046)	(34, 0.010962460885556665)	(36, 0.011156207453608962)	(38, 0.01135538812173608)	(40, 0.01156773603235219)	(42, 0.01179575923164567)	(44, 0.012048653888973911)	(46, 0.01231952287731887)	(48, 0.012571790523100018)	(50, 0.012861678861706851)	(52, 0.013178946704536825)	(54, 0.013526311101627352)	(56, 0.013903772052978429)	(58, 0.014269528788783736)	(60, 0.01461668418202523)	(62, 0.01501797157216591)	(64, 0.015424693062381412)	(66, 0.015860675091461336)	(68, 0.01634932609049723)	(70, 0.018246872035855163)	(72, 0.018921327456680147)	(74, 0.019532245707399528)	(76, 0.02022342143614704)	(78, 0.02087593145282371)	(80, 0.02160451887054788)	(82, 0.022426113001091118)	(84, 0.02331249832483415)	(86, 0.0243094466847149)	(88, 0.02532311535251818)	(90, 0.026422684602273448)	(92, 0.027535630098366744)	(94, 0.028816405685232412)	(96, 0.030143162118885035)	(98, 0.03158570668490117)	(100, 0.0334667413261856)	(102, 0.03975608515124463)	(104, 0.04190359970004436)	(106, 0.04372339621356254)	(108, 0.04557370728903933)	(110, 0.04758599634751562)	(112, 0.049618767783197)	(114, 0.05175750417033741)	(116, 0.054223749588910325)	(118, 0.05691948123371996)	(120, 0.06003468360353602)	(122, 0.0637016561347955)	(124, 0.06764932083530445)	(126, 0.07193473575584847)	(128, 0.07711949423877545)	(130, 0.08269822497712703)	(132, 0.08926366288675683)	(134, 0.09624042037128079)	(136, 0.10329325525685226)	(138, 0.1109879409627998)
BACW_45_1_val_1 - polya	(1, 0.05767527742416892)	(2, 0.06538859305706332)	(3, 0.0732503623115179)	(4, 0.0787837096931638)	(5, 0.08677971447584604)	(6, 0.09378421633819253)	(7, 0.1005072835883982)	(8, 0.1085994695906828)	(9, 0.11606522312790502)	(10, 0.13022414410141303)	(12, 0.1482244593499965)	(14, 0.1647766199747409)	(16, 0.1881032838932174)	(18, 0.20855287480793605)	(20, 0.23873767786327715)	(22, 0.2570501638963527)	(24, 0.2744190285292859)	(26, 0.28944253503117606)	(28, 0.30470398550677824)	(30, 0.3233869783249307)	(32, 0.34147992026978347)	(34, 0.35942942674366396)	(36, 0.376299194482704)	(38, 0.38921549591687093)	(40, 0.40176066329713744)	(42, 0.4158397120404539)	(44, 0.43382894553982243)	(46, 0.45262526492541943)	(48, 0.466710377267363)	(50, 0.48316008398427)	(52, 0.5042772980167938)	(54, 0.5204062612752878)	(56, 0.535341741052281)	(58, 0.5498935413989039)	(60, 0.5657862334005486)	(62, 0.5812569825735897)	(64, 0.5947273714685095)	(66, 0.6104410827658506)	(68, 0.6251386185691319)	(70, 0.6406693764596205)	(72, 0.65582021853268)	(74, 0.6754014603060755)	(76, 0.7003732412589682)	(78, 0.7170608919495871)	(80, 0.7319562265218769)	(82, 0.7490729290877656)	(84, 0.7734833044436313)	(86, 0.792525513208038)	(88, 0.8116559577869493)	(90, 0.8303878775733342)	(92, 0.8494756678722482)	(94, 0.8685392037766535)	(96, 0.88679858104934)	(98, 0.909099869531012)	(100, 0.9306329627935122)	(102, 0.9528405791308758)	(104, 0.9707576767155426)	(106, 0.9899587935819008)	(108, 1.0117992485679128)	(110, 1.030055280406874)	(112, 1.0454798207765845)	(114, 1.0630195116191157)	(116, 1.0845837592331828)	(118, 1.1005964686697225)										
BACW_45_2 - illumina_universal_adapter	(1, 4.598084678695289e-06)	(2, 5.434100074821706e-06)	(3, 1.2122223243833037e-05)	(4, 1.797433101671795e-05)	(5, 2.926053886442457e-05)	(6, 3.7202685127625525e-05)	(7, 4.054674671213119e-05)	(8, 4.389080829663685e-05)	(9, 5.0160923767584976e-05)	(10, 6.604521629398688e-05)	(12, 9.008065893262136e-05)	(14, 0.00011766916700479309)	(16, 0.00015131878669888134)	(18, 0.00018183334865749554)	(20, 0.0002194540414831843)	(22, 0.00026627090366626355)	(24, 0.0003191488774712594)	(26, 0.0003745348974646345)	(28, 0.0004424611483999058)	(30, 0.000810307922695529)	(32, 0.006124439788173094)	(34, 0.006249842097592056)	(36, 0.006383186553274221)	(38, 0.0065746340789871694)	(40, 0.00683526187872958)	(42, 0.007152320717710523)	(44, 0.007583286654413691)	(46, 0.008126278654197797)	(48, 0.00889269576859669)	(50, 0.010018808507178973)	(52, 0.01130042010944077)	(54, 0.01268569762082224)	(56, 0.014313628600929405)	(58, 0.01639635195652934)	(60, 0.019333692050819504)	(62, 0.022716628351245046)	(64, 0.025935496630180778)	(66, 0.029373400942901636)	(68, 0.03343852580656634)	(70, 0.039098350038342174)	(72, 0.045122676982829124)	(74, 0.05060463893907907)	(76, 0.05648914230856389)	(78, 0.06369266896928716)	(80, 0.07502652969457298)	(82, 0.08886258450046516)	(84, 0.0979638661103954)	(86, 0.10620112580842897)	(88, 0.1157534377245694)	(90, 0.13007124640247947)	(92, 0.152189287730098)	(94, 0.17068236630011235)	(96, 0.1847251259126968)	(98, 0.20161472695294075)	(100, 0.22527354465562027)	(102, 0.2544400317879806)	(104, 0.2825096667206231)	(106, 0.30805286312617153)	(108, 0.3366251523157351)	(110, 0.3716397761478487)	(112, 0.41516587272792543)	(114, 0.4538485141105437)	(116, 0.488549841172959)	(118, 0.5285515058468158)	(120, 0.578489213503635)	(122, 0.6529292783978253)	(124, 0.7337190892294447)	(126, 0.7901327811485082)	(128, 0.8470230018433638)	(130, 0.9213205261125146)	(132, 1.0384145145247725)	(134, 1.221826678257853)	(136, 1.4005143099835737)	(138, 1.5834048001094712)
BACW_45_2 - polya	(1, 0.4950231083851659)	(2, 0.7075892190196647)	(3, 0.8362231459523537)	(4, 0.9853871029677193)	(5, 1.1324932080855195)	(6, 1.2340264419296767)	(7, 1.3279184950532383)	(8, 1.4242546391873756)	(9, 1.526952442478337)	(10, 1.692435838033788)	(12, 1.9070349291078172)	(14, 2.10256513600775)	(16, 2.291717799458332)	(18, 2.4807099479528585)	(20, 2.673734198702902)	(22, 2.860807482859469)	(24, 3.049336896832239)	(26, 3.2524123516860617)	(28, 3.4544225139213705)	(30, 3.670965340791393)	(32, 3.8715273153567615)	(34, 4.074201482820444)	(36, 4.26969845810838)	(38, 4.459956751920339)	(40, 4.6542538361109855)	(42, 4.848259568936083)	(44, 5.043036316960256)	(46, 5.233093758073297)	(48, 5.407965397523398)	(50, 5.579485869258127)	(52, 5.753498502888709)	(54, 5.931111854830407)	(56, 6.105211852069885)	(58, 6.266747791928676)	(60, 6.438871866779408)	(62, 6.622551137431551)	(64, 6.8008188804245675)	(66, 6.979333247959441)	(68, 7.160184696534186)	(70, 7.346382672571009)	(72, 7.52930263223962)	(74, 7.7114417535282485)	(76, 7.899322628557473)	(78, 8.081299562859254)	(80, 8.259136548919416)	(82, 8.432452363717326)	(84, 8.615837356950033)	(86, 8.803950853263231)	(88, 8.970602162327069)	(90, 9.134544781507461)	(92, 9.304824397390488)	(94, 9.483946339114496)	(96, 9.652587991832664)	(98, 9.824654799628762)	(100, 9.998065293170285)	(102, 10.169733530626278)	(104, 10.340648518210363)	(106, 10.510559242299852)	(108, 10.686380177232255)	(110, 10.857646291282713)	(112, 11.02925329061094)	(114, 11.193692084928932)	(116, 11.360707478697783)	(118, 11.533478629465119)	(120, 11.699853635440538)	(122, 11.861293433528775)	(124, 12.030408897972698)	(126, 12.213888778952864)	(128, 12.39797769714911)	(130, 12.57328991671297)	(132, 12.751885586745116)	(134, 12.936184762813486)	(136, 13.117420151458902)	(138, 13.295590080650573)
BACW_45_2 - polyg	(1, 0.040139189206519564)	(2, 0.04427579338655307)	(3, 0.04485180799448417)	(4, 0.04530033025450599)	(5, 0.045606311889488264)	(6, 0.04582409390017919)	(7, 0.04603184372611661)	(8, 0.04627721424487971)	(9, 0.046538469056169214)	(10, 0.04695459571959114)	(12, 0.047517025077335184)	(14, 0.04802511343433101)	(16, 0.04847593473669219)	(18, 0.04889958553867925)	(20, 0.04933138749077855)	(22, 0.0497682055352546)	(24, 0.050241599253311175)	(26, 0.05075574872192892)	(28, 0.05127303324828214)	(30, 0.05182459440587654)	(32, 0.05240416207924119)	(34, 0.05301173626837606)	(36, 0.053640419846263124)	(38, 0.05422939269283418)	(40, 0.05484198297434581)	(42, 0.0554919849448341)	(44, 0.05619904496610802)	(46, 0.05692031724911609)	(48, 0.057598325735374614)	(50, 0.058385434230827635)	(52, 0.05920138525744702)	(54, 0.05996968340648719)	(56, 0.06078730646389882)	(58, 0.06161224465602656)	(60, 0.06249026982580834)	(62, 0.06338229825347522)	(64, 0.06439972899056107)	(66, 0.06538539114259412)	(68, 0.06634346478655498)	(70, 0.06737343575458274)	(72, 0.06845126860403872)	(74, 0.0695449857460211)	(76, 0.07067924963471561)	(78, 0.07179073210386569)	(80, 0.0729341921619176)	(82, 0.07408768440472302)	(84, 0.07522800940503944)	(86, 0.0762997811428735)	(88, 0.07738200307315915)	(90, 0.07857625106652574)	(92, 0.07992432589277959)	(94, 0.0811649727406312)	(96, 0.0823554586647152)	(98, 0.08365859766342726)	(100, 0.08509633514091566)	(102, 0.08661997320035605)	(104, 0.08817684287179248)	(106, 0.09088281570520465)	(108, 0.09607363529975357)	(110, 0.09808007225045698)	(112, 0.09980665304730706)	(114, 0.10151233345925398)	(116, 0.10328385008364585)	(118, 0.10522988492197911)	(120, 0.10727812264248884)	(122, 0.10961603969775635)	(124, 0.11225826635721389)	(126, 0.11529592829903923)	(128, 0.1184746678389609)	(130, 0.12175122118022935)	(132, 0.12550911038581758)	(134, 0.1298513743532982)	(136, 0.1350233836014343)	(138, 0.14064182507110184)
BACW_45_2_val_2 - polya	(1, 0.6267042815525722)	(2, 0.73459368283506)	(3, 0.8378484038703607)	(4, 0.9355392504412721)	(5, 1.0365575490312098)	(6, 1.1344311399193658)	(7, 1.2312835371628739)	(8, 1.3320082739434165)	(9, 1.4319756881643946)	(10, 1.586870733273031)	(12, 1.7875647660810223)	(14, 1.986193829922072)	(16, 2.1975512236398482)	(18, 2.4073494361520273)	(20, 2.6318069210692543)	(22, 2.8407461934724623)	(24, 3.0506629597922816)	(26, 3.252908019311165)	(28, 3.449250897380188)	(30, 3.648970572615686)	(32, 3.848187178254741)	(34, 4.047791645116323)	(36, 4.242477488043283)	(38, 4.421580927946621)	(40, 4.597155353448983)	(42, 4.77517612736297)	(44, 4.95660088009245)	(46, 5.134311992297239)	(48, 5.299289338295498)	(50, 5.474953463239619)	(52, 5.662085107725245)	(54, 5.843876603626861)	(56, 6.025754244446903)	(58, 6.209940234537402)	(60, 6.399642635751313)	(62, 6.586114602524232)	(64, 6.771601966333872)	(66, 6.9628403398069105)	(68, 7.14836931244851)	(70, 7.3297422109552475)	(72, 7.506237885269714)	(74, 7.6927117338491025)	(76, 7.883545518930987)	(78, 8.05263733023215)	(80, 8.218907686365236)	(82, 8.391467039722674)	(84, 8.572655312105695)	(86, 8.743473367209113)	(88, 8.917716937357628)	(90, 9.093325444466066)	(92, 9.266964118379125)	(94, 9.439702243351256)	(96, 9.61131609350208)	(98, 9.788716707639239)	(100, 9.961304706272948)	(102, 10.133883086784696)	(104, 10.298853114646679)	(106, 10.465786703015809)	(108, 10.637697878588966)	(110, 10.80263633392017)	(112, 10.961744534626604)	(114, 11.126506518328798)	(116, 11.300593271271438)	(118, 11.43377728786131)										
BACW_47_1 - illumina_universal_adapter	(1, 8.726978269505575e-06)	(2, 1.2654118490783082e-05)	(3, 2.618093480851672e-05)	(4, 3.2726168510645905e-05)	(5, 5.192552070355817e-05)	(6, 6.15251968000143e-05)	(7, 7.068852398299515e-05)	(8, 8.116089790640183e-05)	(9, 9.643310987803659e-05)	(10, 0.00011541428761421122)	(12, 0.0001535948175432981)	(14, 0.00020530216379011863)	(16, 0.00025570046329651333)	(18, 0.0003132985198752501)	(20, 0.0003752600655887397)	(22, 0.00044616676402847244)	(24, 0.0005321274999831024)	(26, 0.0006213608527887969)	(28, 0.0007071034142866891)	(30, 0.0011249074989392684)	(32, 0.006229971612143292)	(34, 0.006364367077493677)	(36, 0.006498326193930588)	(38, 0.0066722112359504865)	(40, 0.00689562187964983)	(42, 0.007157649402191734)	(44, 0.007480765772620178)	(46, 0.007888533832262826)	(48, 0.008445096871400545)	(50, 0.009169654242226245)	(52, 0.010073332842033546)	(54, 0.01107017193486782)	(56, 0.012230205521341849)	(58, 0.013668847889069843)	(60, 0.015672343925291585)	(62, 0.018114152445099244)	(64, 0.020543743195329596)	(66, 0.023155509616935875)	(68, 0.026127482066616)	(70, 0.030111565821102033)	(72, 0.034566470053227896)	(74, 0.03880210895633242)	(76, 0.04330675696459446)	(78, 0.04861930498615598)	(80, 0.05701923974501183)	(82, 0.0672810753176667)	(84, 0.07444112463888256)	(86, 0.0812614763309579)	(88, 0.0892067355219725)	(90, 0.10113084228051145)	(92, 0.11987311898655835)	(94, 0.13589017855349542)	(96, 0.14835055812669545)	(98, 0.16321543838760105)	(100, 0.1842592374377733)	(102, 0.21066271019216243)	(104, 0.23736726369684946)	(106, 0.2617587316112041)	(108, 0.28800533693119884)	(110, 0.3195701628086303)	(112, 0.35841372491174284)	(114, 0.3945320698757456)	(116, 0.4280083221686555)	(118, 0.4663042663853566)	(120, 0.5142217041441876)	(122, 0.5877329692484543)	(124, 0.6687208548106632)	(126, 0.729359172444039)	(128, 0.7941654948989307)	(130, 0.8775535176597103)	(132, 1.0083685220005747)	(134, 1.2102894180601735)	(136, 1.4116500421148699)	(138, 1.6154129851127044)
